iter	RMSE
869	0.1053735646
870	0.1052989753
871	0.1052884398
872	0.1052294924
873	0.1051653346
874	0.1051052485
875	0.1050767618
876	0.1050498104
877	0.1049923827
878	0.1049314607
879	0.1049087441
880	0.1048998411
881	0.1048702572
882	0.1048188479
883	0.1047605452
884	0.1047200377
885	0.1046679416
886	0.1046437588
887	0.1045921756
888	0.1045643463
889	0.1045205249
890	0.1044638731
891	0.1044203562
892	0.1043941909
893	0.1043283417
894	0.1042448582
895	0.1041798412
896	0.104122298
897	0.1040903416
898	0.1040227553
899	0.1039574629
900	0.1038980411
901	0.103877326
902	0.1038435958
903	0.1037974811
904	0.1037389365
905	0.1036870447
906	0.1036077004
907	0.1035636761
908	0.1035485956
909	0.103512072
910	0.1034926305
911	0.1034276155
912	0.10339494
913	0.1033732303
914	0.1033041689
915	0.1032778925
916	0.1032061821
917	0.1031251492
918	0.1030673565
919	0.1029885355
920	0.1029683048
921	0.1029011201
922	0.1028420038
923	0.1027588882
924	0.1027206546
925	0.1026677367
926	0.1026037076
927	0.1025655445
928	0.102541384
929	0.1025256602
930	0.1024849674
931	0.102439355
932	0.1024204946
933	0.1023561688
934	0.1023040841
935	0.1022563988
936	0.1022198168
937	0.1021834444
938	0.1021148988
939	0.1020961006
940	0.1020738792
941	0.1020229512
942	0.1019772992
943	0.1019031034
944	0.1018415879
945	0.1017983367
946	0.1017545669
947	0.1017180882
948	0.1016995923
949	0.1016602302
950	0.1016243438
951	0.1015919679
952	0.1015388483
953	0.101517172
954	0.1014960224
955	0.1014508398
956	0.1014143507
957	0.101400714
958	0.1013799048
959	0.1013563281
960	0.1013251411
961	0.1012518888
962	0.1012245055
963	0.1011486912
964	0.10112323
965	0.101087552
966	0.1010270815
967	0.1009685577
968	0.1009290113
969	0.1008570571
970	0.1008240624
971	0.1007909479
972	0.1007444365
973	0.1007281374
974	0.1006843516
975	0.1006341167
976	0.1005638107
977	0.1005388692
978	0.1004849799
979	0.1004363965
980	0.1004121654
981	0.1003941775
982	0.1003473436
983	0.1003112298
984	0.1002682941
985	0.1002497275
986	0.1001995939
987	0.1001671977
988	0.1001348585
989	0.1000776737
990	0.1000082616
991	0.0999563431
992	0.09993653149
993	0.09988413329
994	0.09984955906
995	0.09981891043
996	0.09975529338
997	0.0997167948
998	0.09969629415
999	0.09963347951
